hex_id,lat,lon
872a8bc49ffffff,36.31934327697215,-79.64378925599503
872a8b132ffffff,36.32143392762329,-79.61666256978964
872a8bc48ffffff,36.33559255731854,-79.66004345574892
872a8bc4dffffff,36.33768754343109,-79.63290865097751
872a8b136ffffff,36.33977649992375,-79.60577102754587
872a8bc4effffff,36.35184359041609,-79.67630839674368
872a8bc4cffffff,36.353942917791414,-79.64916547296897
872a8b122ffffff,36.30933665311779,-79.54618169525304
872a8b130ffffff,36.32351855286198,-79.58953307398266
872a8b135ffffff,36.32559715037151,-79.56240078030442
872a8b126ffffff,36.32766971784407,-79.53526570049259
872a8b134ffffff,36.34185942447242,-79.57863059719256
872a8b89bffffff,36.34393631476198,-79.55148737166358
872a8bc69ffffff,36.358123468731826,-79.59487115396549
872a8b89affffff,36.360204687642906,-79.56771978223779
872a8b898ffffff,36.36227986576003,-79.54056561803931
872a8bc6dffffff,36.376474829791746,-79.58396294027524
872a8bc5dffffff,36.3497382315548,-79.70344848104544
872a8bc5effffff,36.36387091597428,-79.74687761597164
872a8bc5cffffff,36.36598665942841,-79.7197322816434
872a8bc43ffffff,36.36809636955532,-79.69258408700591
872a8bc53ffffff,36.38011671610035,-79.76318027589508
872a8bc51ffffff,36.38223682081688,-79.73602683994486
872a8bc42ffffff,36.38435088801681,-79.70887053456595
872a8bc50ffffff,36.39848870898729,-79.75233216397528
872a8bc55ffffff,36.40060713907125,-79.72516774745777
872a8bc46ffffff,36.40271952507892,-79.69800046413368
872a8bc6bffffff,36.35603621134049,-79.62201972146065
872a8bc41ffffff,36.37020004399839,-79.66543304379907
872a8bc6affffff,36.372297680409915,-79.63827916377038
872a8bc68ffffff,36.374389276451,-79.61112245867493
872a8bc40ffffff,36.386458915336156,-79.6817113715065
872a8bc45ffffff,36.388560900419726,-79.6545493625222
872a8bc6effffff,36.39065684092127,-79.62738451937638
872a8bc44ffffff,36.404825864647734,-79.67083032576693
872a8bc63ffffff,36.406926155424,-79.64365734412904
872a8bc61ffffff,36.40902039506291,-79.61648153099912
872a8b89effffff,36.37855433811107,-79.55680062034143
872a8b89cffffff,36.380627799096835,-79.52963551065103
872a8bc6cffffff,36.392746734503426,-79.60021685383984
872a8b893ffffff,36.39483057883775,-79.57304637769097
